StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1.2,Q1.3_First.Click,Q1.3_Last.Click,Q1.3_Page.Submit,Q1.3_Click.Count,Q1.4_Browser,Q1.4_Version,Q1.4_Operating.System,Q1.4_Resolution,Q2.2,Q2.2_3_TEXT,Q162,Q161_1,Q161_2,Q161_3,Q161_4,Q161_5,Q161_6,Q161_7,Q161_9,Q161_8,Q161_0,Q161_0_TEXT,Q153,Q144,Q144_0_TEXT,Q3.1,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.3,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.9_5,Q2.9_6,Q2.9_7,Q2.9_8,Q2.9_9,Q2.9_9_TEXT,Q3.4_1,Q3.4_2,Q3.4_3,Q3.4_4,Q3.4_5,Q3.4_6,Q3.4_7,Q171,Q3.7_9,Q3.7_1,Q3.7_2,Q3.7_3,Q3.7_4,Q3.7_5,Q3.7_6,Q3.7_7,Q3.7_8,Q3.7_0,Q3.7_0_TEXT,Q3.6_1,Q3.6_2,Q3.6_3,Q3.6_4,Q3.6_5,Q3.6_6,Q3.6_7,Q4.2,Q157_6,Q157_1,Q157_3,Q157_2,Q157_100,Q157_0,Q157_0_TEXT,Q160_6,Q160_1,Q160_3,Q160_101,Q160_2,Q160_100,Q160_0,Q160_0_TEXT,Q4.7,Q4.7_0_TEXT,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_0,Q4.6_7_TEXT,Q4.6_0_TEXT,Q175,Q4.10,Q4.3,Q4.3_0_TEXT,Q4.4,Q164,Q165,Q167_1,Q167_2,Q167_3,Q167_6,Q167_4,Q167_0,Q167_4_TEXT,Q167_0_TEXT,Q169_1,Q169_2,Q169_3,Q169_4,Q169_5,Q169_6,Q169_7,Q6.3,Q170_1,Q170_2,Q170_3,Q170_4,Q170_5,Q170_6,Q170_7,Q6.5,Q3.8,Q3.8_0_TEXT,Q159_1,Q159_2,Q159_3,Q159_4,Q159_5,Q159_8,Q159_9,Q159_6,Q159_7,Q159_10,Q2.3,Q2.4,Q8.2_1,Q8.2_2,Q8.2_3,Q8.2_4,Q8.2_5,Q8.2_6,Q8.2_7,Q8.2_8,Q8.2_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q10.1_1,Q10.1_2,Q10.1_3,Q10.1_4,Q10.1_5,Q11.2,Q11.3,Q11.3_0_TEXT,Q11.4_1,Q11.4_2,Q11.4_3,Q11.4_4,Q11.4_5,Q11.4_6,Q11.4_0,Q11.4_8,Q11.4_0_TEXT,Q11.5,Q11.5_0_TEXT,Q11.7_1,Q11.7_2,Q11.7_3,Q11.7_4,Q11.7_5,Q11.7_6,Q11.7_7,Q11.7_8,Q11.7_0,Q11.7_9,Q11.7_0_TEXT,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q11.13,Q11.13_0_TEXT,Q12.1,rand,Q4.2...Parent.Topics,Q4.2...Topics,Q11.13_7_TEXT...Parent.Topics,Q11.13_7_TEXT...Topics,Participant ID
21/11/20 22:34,21/11/20 23:02,IP Address,100,1682,TRUE,21/11/20 23:02,R_20Nk42eqLEQk7po,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,9.182,9.182,11.156,1,Chrome,86.0.4240.198,Windows NT 10.0,1364x768,Android,NA,Yes,Parents,NA,Siblings,NA,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 15 minutes,NA,Always,0,3,1,4,4,NA,Few times a week,Never,Never,Never,Never,Few times a month,Few times a month,Never,Few times a week,NA,Few times a week,Once a day,Multiple times a week,Never,Few times a week,Never,Never,NA,NA,NA,NA,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,N/A,Always,Sometimes,N/A,Always,N/A,N/A,Instagram,Lock Screen,Notification drawer,NA,App Badge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat concerned,NA,No,NA,NA,03-May,"I had given my phone to my friend when the notification arrived. in that time , I left the phone screen unlocked and also I forgot to take the appropriate actions to silence the notifications.",I had given my phone to someone else when the notification arrived.,I left the phone screen unlocked.,I forgot to take appropriate actions to silence the notification.,NA,NA,NA,NA,NA,Extremely concerned,Extremely concerned,Somwhat unconcerned,Somwhat unconcerned,Extremely concerned,Neither concerned nor unconcerned,Extremely concerned,"I think , my family members just reads the content of my phone notification or something without my permission then it is intrusive and the shouldn't be doing it. They should respect my privacy.",Extremely concerned,Somwhat concerned,Extremely concerned,Extremely concerned,Extremely concerned,Neither concerned nor unconcerned,Extremely concerned,NA,Translate,NA,NA,NA,NA,NA,Banking and payments,NA,NA,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,"Neither disagree, neither agree",Rather agree,Agree,Rather disagree,Rather agree,1990,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IT Analyst,NA,"$40,000 to $49,999",More than 10 or All my life,3,Never Married,NA,None,3.42E+11,NA,NA,NA,NA,94
21/11/20 23:05,21/11/20 23:11,IP Address,100,374,TRUE,21/11/20 23:11,R_25yJTnYyrzFcanm,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,5.631,5.631,6.588,1,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 3 hours,NA,Never,0,24,0,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,n/a,Never,Never,Never,Never,Never,Never,Never,NA,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Domino's,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,Read the notification preview (title),NA,Cleared it from the phone lock screen,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Somwhat concerned,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Disagree,Disagree,Disagree,Disagree,Disagree,1981,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,graphic design,NA,"$20,000 to $29,999",More than 10 or All my life,1,Never Married,NA,no comments,5.31E+11,NA,NA,NA,NA,95
21/11/20 23:06,21/11/20 23:15,IP Address,100,482,TRUE,21/11/20 23:15,R_2QGak24XRBvaZuK,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,2.25,8.894,10.068,3,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 1 hour,NA,Always,0,0,0,0,0,I always keep it on but I normally have it in another room so I don't hear or see it until I go back into that room. My phone isn't that important to me.,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,I have no reason to share my phone. Everyone I know has a phone of their own.,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pluto TV,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,"It just says ""tv"" so they wouldn't even know that it referenced Pluto Tv",No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,There is nothing that they wouldn't already know that is going on in my life.,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,I don't any anything that I would be concerned that anyone would see.,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,1959,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Artist,NA,"$20,000 to $29,999",More than 10 or All my life,2,Divorced,NA,NA,7.34E+11,NA,NA,NA,NA,96
21/11/20 23:08,21/11/20 23:32,IP Address,100,1404,TRUE,21/11/20 23:32,R_1K8C7kL9jG4Kd6X,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,125.325,125.325,133.78,1,Chrome,86.0.4240.193,Windows NT 10.0,1536x864,Android,NA,Yes,NA,NA,Siblings,NA,NA,NA,NA,NA,NA,NA,NA,NA,Once in about 15 minutes,NA,Never,0,12,0,0,0,NA,Few times a month,Never,Never,Never,Never,Never,Never,Few times a week,NA,NA,Never,Never,Never,Never,Never,Never,Never,NA,NA,NA,NA,Clear notifications,NA,Enable app locks,NA,NA,NA,NA,NA,Always,Never,Never,Never,Never,Never,N/A,google,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within an hour,NA,NA,Read the notification content,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Somwhat concerned,Completely unconcerned,Completely unconcerned,Extremely concerned,Completely unconcerned,Extremely concerned,NA,Extremely concerned,Extremely concerned,Completely unconcerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,NA,Translate,NA,Instant messaging,Social media,NA,NA,NA,NA,Dating,NA,NA,NA,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Rather agree,Agree,Rather agree,Rather agree,Agree,1993,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,software developer,NA,"$50,000 to $59,999",More than 10 or All my life,2,Never Married,NA,NA,9.48E+11,NA,NA,NA,NA,97
21/11/20 22:39,21/11/20 23:36,IP Address,100,3397,TRUE,21/11/20 23:36,R_1Hq11AMjv0JZE97,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,57.524,57.524,96.441,1,Chrome,86.0.4240.198,Windows NT 6.3,1364x768,Android,NA,Yes,NA,NA,NA,Friends,NA,NA,NA,NA,NA,NA,NA,Oct-19,Once in about 30 minutes,NA,Sometimes,2,1,1,1,1,"i put the silent mode in night time at everyday and such a important meeti9ng at the time i put to the co not disturbed , etc,,.",Once a day,Few times a week,Once a day,Few times a month,Once a day,Never,Few times a week,Few times a week,Never,NA,Multiple times a day,Once a day,Multiple times a week,Never,Multiple times a day,Multiple times a day,N/A,shared any information to multiple times a day is my spouse and i explain again to remember for no strengers in my life .,NA,NA,NA,NA,NA,Enable app locks,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,instagram,Lock Screen,Notification drawer,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,NA,NA,NA,NA,NA,NA,Prevented further notifications from the app (Please tell us how:),NA,INSTAGRAM,NA,Extremely concerned,I AM EXTREMELY CONCERNED TO SOME ONE VIEWED MY NOTIFIED TO ELSE AT ALL THE TIME .,Yes,NA,Somewhat unconcerned,More than 20,"SOME TIME I AM PUT TO AVOIDED STOP THE SOME ADVERTISE NOTIFICATION , BUT THAT ADVERTISEMENT REPEATED MANY TIME TO MY PHONE.",I had given my phone to someone else when the notification arrived.,NA,NA,NA,NA,NA,NA,NA,Extremely concerned,Somwhat concerned,Completely unconcerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,I WAS EXTREMELY CONCERN ONLY MY INSTA MESSAGES AND MY GMAIL ACCOUNT WATCHING EVERY DAY.,Extremely concerned,Somwhat concerned,Completely unconcerned,Extremely concerned,Somwhat concerned,Somwhat concerned,Somwhat unconcerned,I  WAS SOMEWHAT CONCERN ONLY MY INSTA MESSAGES AND MY GMAIL ACCOUNT WATCHING EVERY DAY.,Translate,NA,Instant messaging,Social media,NA,NA,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Rather agree,Agree,Rather agree,Rather agree,1990,Female,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"Professional degree after college (e.g., law or medical school)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANDROID DEVELOPER ENGINEER,NA,"$30,000 to $39,999",More than 10 or All my life,3,Married,NA,NICE SURVEY,2.93E+11,NA,NA,NA,NA,98
21/11/20 23:37,21/11/20 23:44,IP Address,100,399,TRUE,21/11/20 23:44,R_SNwbLflJz6WJyBX,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,1.705,1.705,7.945,1,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,Spouse,NA,NA,Children older than 13,NA,NA,NA,NA,NA,NA,0,Once in about 3 hours,NA,About half the time,0,0,0,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Never,Never,Never,Never,Never,Never,Never,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,discord,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,NA,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,n/a,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,n/a,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Neither disagree, neither agree","Neither disagree, neither agree","Neither disagree, neither agree",Disagree,"Neither disagree, neither agree",1979,Male,NA,NA,Asian,NA,NA,NA,NA,NA,NA,NA,Master's degree,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,engineer,NA,"More than $100,000",More than 10 or All my life,4,Married,NA,NA,7.72E+11,NA,NA,NA,NA,99
21/11/20 23:44,21/11/20 23:50,IP Address,100,356,TRUE,21/11/20 23:50,R_2zUq9NYrbIUWHfe,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,5.551,5.551,6.746,1,Chrome,87.0.4280.66,Windows NT 10.0,1280x720,iOS (iPhone),NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 30 minutes,NA,Always,0,0,0,0,0,NA,Never,Never,Never,Never,Never,Never,Never,Never,Few times a day,NA,Never,Never,Never,Never,Never,Never,Never,NA,NA,Nothing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,messages,NA,NA,NA,NA,NA,NA,NA,Lock Screen,NA,NA,Banner (temporarily),App Badge,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,NA,Yes,NA,Not at all concerned,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,Completely unconcerned,NA,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,NA,Always,Always,Always,Always,Always,Always,Always,Always,Always,Always,Agree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Agree,Disagree,Disagree,Disagree,1993,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,Some college,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,operations manager,NA,"$30,000 to $39,999",More than 10 or All my life,1,Never Married,NA,NA,9.62E+11,NA,NA,NA,NA,100
22/11/20 0:07,22/11/20 0:34,IP Address,100,1670,TRUE,22/11/20 0:35,R_3dKubHMi7bgVnVH,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,2.195,2.195,21.022,1,Chrome,85.0.4183.121,Windows NT 10.0,1366x768,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 -29,Once in about 30 minutes,NA,Sometimes,8,10,7,10,14,NA,Few times a month,Few times a day,Few times a week,Once a day,Once a day,Few times a week,Few times a month,Few times a week,Once a day,NA,Few times a week,Multiple times a week,Once a day,Few times a day,Multiple times a day,N/A,Multiple times a day,NA,NA,NA,Close running applications,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,good,NA,Notification drawer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 30 minutes,NA,NA,NA,Cleared it from the phone lock screen,Cleared it from the notification center/ drawer,NA,NA,NA,NA,NA,NA,Somewhat concerned,NA,Yes,NA,Somewhat concerned,06-Oct,good,NA,NA,I forgot to take appropriate actions to silence the notification.,"I was screen casting / projecting the device display to others (e.g., in a presentation) when the notification popped up on screen.",NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Somwhat unconcerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,NA,Somwhat concerned,Extremely concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Somwhat concerned,Neither concerned nor unconcerned,NA,Translate,NA,NA,NA,Calendar,NA,Banking and payments,Health and fitness,Dating,Apps for work,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Strongly agree,"Neither disagree, neither agree",Rather agree,Agree,Rather agree,"Neither disagree, neither agree",1985,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,it,NA,"$50,000 to $59,999",More than 10 or All my life,5,Married,NA,good,3.97E+11,NA,NA,NA,NA,101
22/11/20 10:40,22/11/20 10:54,IP Address,100,877,TRUE,22/11/20 10:54,R_2zMeHZqQhENPBg3,NA,NA,NA,NA,anonymous,EN,NA,I will provide my best answers.,11.733,11.733,13.583,1,Chrome,83.0.4103.106,Android 10,412x892,Android,NA,Yes,Parents,NA,NA,NA,Children older than 13,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 15 minutes,NA,Always,2,0,0,6,2,I hardly turn my phone off. I would rather put it on airplane mode.,Never,Never,Never,Never,Never,Never,Never,Never,Never,NA,Less than once a week,Few times a week,Less than once a week,Multiple times a week,Less than once a week,Never,Never,No one should have access to my privacy,NA,NA,NA,Clear notifications,NA,NA,NA,Watch over the other person's use of the phone,NA,NA,NA,Rarely,Rarely,Rarely,Always,Rarely,Always,Always,Twitter,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,Read the notification preview (title),NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat unconcerned,I have nothing to hide,No,NA,NA,01-Feb,"When I received a notification from a porn site and the phone was with my parents, while they were going through my pictures gallery. It was embarrassing.",I had given my phone to someone else when the notification arrived.,NA,NA,NA,The notification included sensitive content. (Please specify:),NA,NA,NA,Extremely concerned,Somwhat concerned,Somwhat unconcerned,Extremely concerned,Extremely concerned,Somwhat unconcerned,Extremely concerned,It is my privacy and I feel only i should be allowed to see it.,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,It's breech of privacy.,Translate,NA,NA,Social media,NA,NA,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,1988,Male,NA,NA,NA,Black or African American,NA,NA,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Data analyst,NA,"$40,000 to $49,999",10,2,Never Married,NA,Awesome survey,3.65E+11,NA,NA,NA,NA,102
22/11/20 11:55,22/11/20 12:05,IP Address,100,592,TRUE,22/11/20 12:05,R_30iM787lYiqMNX3,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,7.666,7.666,10.038,1,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Android,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No one,NA,NA,01-Sep,Once in about 15 minutes,NA,Always,0,0,0,0,0,"I prefer to get all alerts and notifications when the arrive, regardless of the time of day.",Never,Never,Never,Never,Never,Never,Never,Never,Never,none,N/A,Never,N/A,N/A,Never,Never,Never,My phone is private and I do not wish others to see anything on my phone.,I don't allow anyone else to use my smartphone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,System/Android,Lock Screen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within a minute,NA,NA,NA,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Completely unconcerned,It was not personal,No,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somwhat concerned,Neither concerned nor unconcerned,Completely unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,N/A,I'm ok with family seeing certain things.,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,Extremely concerned,N/A,I prefer that colleagues see nothing on my phone.,Translate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,None,Show All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,1950,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,"College graduate (B.S., B.A., or other 4 year degree)",NA,NA,NA,NA,NA,NA,NA,Retired,NA,NA,NA,NA,NA,NA,"$70,000 to $79,999",More than 10 or All my life,1,Divorced,NA,"I consider my smart phone to be an extension of myself -- it is private and for MY use, not the convenience of others.  I do not provide my phone number unless absolutely necessary.  BTW, well designed survey!",2.87E+11,NA,NA,NA,NA,103
22/11/20 12:11,22/11/20 12:24,IP Address,100,750,TRUE,22/11/20 12:24,R_3NU5oldUXyDaCZN,NA,NA,NA,NA,anonymous,EN,0.9,I will provide my best answers.,63.233,63.233,65.581,1,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,Android,NA,Yes,NA,Spouse,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-Sep,Once in about 30 minutes,NA,Most of the time,0,8,0,0,4,NA,Few times a day,Never,Never,Never,Never,Never,Never,Never,Never,n/a,Few times a day,Never,Never,Never,Never,Never,Never,I don't feel comfortable sharing my phone,NA,NA,NA,NA,NA,NA,Change accessibility settings,Watch over the other person's use of the phone,Check all the applications used by the person,NA,NA,NA,NA,NA,NA,NA,NA,NA,facebook,NA,NA,Floating notification,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,within 5 minutes,NA,Read the notification preview (title),Read the notification content,NA,NA,Opened the relevant app to address the notification,NA,NA,NA,NA,NA,Somewhat unconcerned,NA,Yes,NA,Not at all concerned,03-May,Someone sent me inappropriate photos without permission and my spouse seen them. She thought I was cheating.,NA,I left the phone screen unlocked.,NA,NA,The notification included sensitive content. (Please specify:),NA,NA,NA,Somwhat unconcerned,Somwhat unconcerned,Completely unconcerned,Somwhat concerned,Somwhat concerned,Completely unconcerned,Somwhat concerned,based on sensitivity and privacy,Somwhat concerned,Somwhat concerned,Neither concerned nor unconcerned,Somwhat concerned,Extremely concerned,Completely unconcerned,Extremely concerned,not comfortable,Translate,NA,NA,NA,NA,NA,Banking and payments,NA,NA,NA,NA,NA,Hide Sensitive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Rather disagree,Disagree,Rather disagree,Rather disagree,Rather disagree,1988,Male,NA,NA,NA,NA,NA,White,NA,NA,NA,NA,High school diploma,NA,Employed full time,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sales,NA,"$30,000 to $39,999",More than 10 or All my life,3,Married,NA,no,5.15E+11,NA,NA,NA,NA,104
